GEOID,Tract,PEWhite,PEBlack,PENative,PEAsian,PEHIPI,PEHispanic,GiniE,MedincE,PEpubasst,PEnopubasst,PENoCollege,PECollege,PEUnder18,PE18t24,PE25t34,PE35t44,PE45t54,PE55t64,PE65t74,PE75over,PEFemale,PEMale
17031040300,"Census Tract 403, Cook County, Illinois",0.5123603115475788,0.02302742973247545,0,0.33017270572299356,0,0.1114121232644768,0.407,88125,0.013876040703052728,0.9861239592969473,0.12195121951219512,0.5716186252771619,0.1395191330849983,0.09685066034541144,0.1110734845919404,0.15611242803928208,0.1466305452082628,0.1378259397223163,0.15848289874703692,0.05350491026075178,0.5580765323399932,0.4419234676600068
17031040401,"Census Tract 404.01, Cook County, Illinois",0.6443076923076924,0.035076923076923075,0,0.04676923076923077,0,0.23476923076923076,0.4716,105121,0.016574585635359115,0.9834254143646409,0.057714070162202945,0.7600905318747643,0.16092307692307692,0.023384615384615386,0.29938461538461536,0.2129230769230769,0.11046153846153846,0.104,0.07384615384615385,0.015076923076923076,0.4655384615384615,0.5344615384615384
17031040402,"Census Tract 404.02, Cook County, Illinois",0.7745440434613892,0.02037252619324796,0,0.050058207217694994,0,0.11117578579743888,0.4608,87479,0,1,0.010629816635663035,0.8028169014084507,0.1907256499805976,0.07916181606519208,0.32906480403570043,0.1781140861466822,0.1086534730306558,0.06461001164144353,0.023864959254947613,0.025805199844780753,0.4790454016298021,0.5209545983701979
17031040600,"Census Tract 406, Cook County, Illinois",0.7752205600306866,0.04027617951668585,0,0.017644802454929037,0,0.12696586114307634,0.4589,90167,0.016379310344827588,0.9836206896551725,0.009896091044037604,0.8550222662048491,0.15765247410817032,0.06712696586114307,0.30609896432681244,0.21634062140391255,0.10855389336401995,0.06597621787495206,0.05638665132336018,0.02186421173762946,0.5738396624472574,0.42616033755274263
17031040700,"Census Tract 407, Cook County, Illinois",0.7813682678311499,0.020378457059679767,0,0.04774381368267831,0,0.08064046579330422,0.4413,86125,0.006385696040868455,0.9936143039591315,0.07753105005645465,0.7331576966503576,0.1947598253275109,0.03173216885007278,0.2366812227074236,0.1985443959243086,0.16244541484716157,0.10713245997088792,0.04017467248908297,0.028529839883551674,0.519650655021834,0.48034934497816595
17031040800,"Census Tract 408, Cook County, Illinois",0.7173270254287404,0.03311649911295092,0,0.02897693672383205,0,0.14665878178592548,0.4392,85577,0.01288659793814433,0.9871134020618557,0.07270135424091233,0.7042052744119743,0.14843287995269072,0.02188054405677114,0.2773506800709639,0.19455943228858663,0.12418687167356594,0.11472501478415138,0.09461856889414548,0.02424600827912478,0.5091661738616203,0.49083382613837967
17031040900,"Census Tract 409, Cook County, Illinois",0.8382352941176471,0.01838235294117647,0,0.05304621848739496,0,0.06039915966386555,0.4956,77250,0,1,0.01950585175552666,0.8491547464239272,0.1213235294117647,0.07090336134453781,0.2804621848739496,0.1796218487394958,0.14285714285714285,0.10976890756302521,0.05514705882352941,0.03991596638655462,0.5283613445378151,0.47163865546218486
17031050100,"Census Tract 501, Cook County, Illinois",0.7880116959064327,0.03545321637426901,0.01608187134502924,0.0625,0,0.06323099415204679,0.4644,113352,0,1,0.06117533718689788,0.8131021194605009,0.1834795321637427,0.0577485380116959,0.2997076023391813,0.18932748538011696,0.10124269005847954,0.07931286549707603,0.05665204678362573,0.03252923976608187,0.528874269005848,0.47112573099415206
17031050200,"Census Tract 502, Cook County, Illinois",0.8112725844461901,0.018656716417910446,0,0.04399057344854674,0.0056952081696779264,0.0758051846032993,0.5305,94821,0.011068334937439845,0.9889316650625601,0.06738391845979615,0.7437712344280861,0.2680675569520817,0.038295365278868815,0.11724273369992144,0.20718774548311075,0.1392380204241948,0.07187745483110762,0.07109190887666929,0.08699921445404556,0.5361351139041634,0.4638648860958366
17031050300,"Census Tract 503, Cook County, Illinois",0.697946033024567,0,0,0.11719693918646798,0,0.16834474426097462,0.4885,79892,0,1,0.03150026695141484,0.7004805125467165,0.2247281514297221,0.020942408376963352,0.15706806282722513,0.21264599275070478,0.1333064840918244,0.13451469995972615,0.06322996375352397,0.05356423681031011,0.5126862666129682,0.4873137333870318
17031050500,"Census Tract 505, Cook County, Illinois",0.8682786608048698,0.003043625295908015,0,0.03297260737233683,0,0.05867433209333784,0.45,162616,0.004398826979472141,0.9956011730205279,0.029291900152827306,0.8372389200203769,0.30842069665201216,0.027730808251606356,0.19868109570510653,0.17720662833953332,0.13966858302333446,0.09249239093676023,0.02603990530943524,0.029759891782211702,0.5164017585390599,0.48359824146094016
